"","X.1","X","business_id","name","open_2019","neighborhood","august_2017_median","stars","review_count","categories","age","american"
"523",523,576,"CAxHrXoPrbf0e0AYFPhv6g","""Village Pub & Poker""",1,"Southeast",1395,4,75,"Burgers;Arts & Entertainment;Casinos;Bars;Breweries;Restaurants;Salad;Sandwiches;Food;Nightlife;Pubs",3397,"1"
"524",524,577,"cbgIpJwmPVI6Zf7nUIXdFw","""Pizza Company""",1,"Southeast",855,4,171,"Food;Pizza;Restaurants",2864,"0"
"525",525,578,"cbOsasex5EmQEy554-Fz0Q","""Pancho's Mexican Food""",1,"Northwest",1330,3,17,"Mexican;Restaurants",1227,"0"
"526",526,579,"ccd6w9w81PUBmtV1DFXgig","""Sonic Drive-In""",1,"Southeast",855,2.5,89,"Fast Food;Restaurants;American (Traditional);Burgers",3372,"1"
"527",527,580,"CczlJeeaGK1XP090KjPVVw","""Starbucks""",1,"South Summerlin",1872.5,3.5,25,"Coffee & Tea;Food",2933,"0"
"528",528,581,"CDfwYmSPggcqlHay1Xa-TQ","""Kerry's Sports Pub Pizza & Grill""",1,"Northwest",1330,3,7,"Bars;Restaurants;Nightlife;Sports Bars;Pizza",3836,"0"
"529",529,582,"CeDbVP1lR4oZdtNe2NP_jQ","""Happytizers & BBQ""",1,"Downtown",1095,5,5,"Food Trucks;Food",938,"0"
"530",530,583,"cePE3rCuUOVSCCAHSjWxoQ","""Karved""",1,"Eastside",855,5,17,"American (New);Restaurants",537,"1"
"531",531,584,"CFGmRESf9QajghUrc__akg","""Samurai Sam's""",0,"Summerlin",1872.5,3.5,61,"Japanese;Restaurants",3794,"0"
"532",532,585,"cFmranpzNq60YuAJDwCWVQ","""Domino's Pizza""",1,"Southwest",1450,2.5,66,"Chicken Wings;Sandwiches;Food Delivery Services;Food;Restaurants;Pizza",2672,"0"
"533",533,587,"Cg5jq44pMnGpzyIZoxFS6A","""5 Below Creamery""",1,"Spring Valley",1475,4,10,"Ice Cream & Frozen Yogurt;Bubble Tea;Juice Bars & Smoothies;Food",588,"0"
"534",534,588,"CgCujnZFGzsMPDVo4VNCLA","""Blaze Fast-Fire'd Pizza""",1,"Westside",1400,4,35,"Pizza;Salad;Restaurants;Fast Food",529,"0"
"535",535,589,"cGHdjkXa2n9B2apkicdCXQ","""The Coffee Bean & Tea Leaf""",1,"Summerlin",1872.5,4,94,"Coffee & Tea;Food",3599,"0"
"536",536,590,"cgZOP1ZUBOZmEQMSJ53oiQ","""Chef Marc's Trattoria""",1,"The Lakes",1400,4.5,187,"Restaurants;Seafood;Italian;Steakhouses",1236,"1"
"537",537,591,"Ch3HkwQYv1YKw_FO06vBWA","""P.F. Chang's""",0,"Eastside",1375,3.5,230,"Chinese;Gluten-Free;Asian Fusion;Sushi Bars;Restaurants",4742,"0"
"538",538,592,"cHPhtFqvkQ9hpr_ka-sLow","""Costco Food Court""",1,"Summerlin",1510,4,39,"Restaurants;Food Court",2066,"0"
"539",539,593,"CHW_DPKnTqudyRaDa4vwkg","""McDonald's""",1,"Summerlin",1872.5,2,64,"Fast Food;Burgers;Restaurants",3744,"1"
"540",540,594,"CiAZtA0C8AYcPdaaKt816A","""Carl's Jr.""",1,"Eastside",855,3,25,"Fast Food;Restaurants",3103,"0"
"541",541,595,"cJ5i4V6_VKjkOeEHD4ENeQ","""Taco Bell""",1,"Southwest",1250,3,39,"Tex-Mex;Mexican;Restaurants;Fast Food",3257,"0"
"542",542,596,"cjlYcqxyqRBe_w3OgasPAw","""Jimmy John's""",1,"Westside",1400,3.5,61,"Sandwiches;Restaurants",2216,"0"
"543",543,598,"ckc3l8cSuggloG4NlquEFQ","""Great Steak & Potato""",0,"Downtown",1100,2,5,"Restaurants;Fast Food",2469,"0"
"544",544,599,"ckke8MRDHVLJdNa0quxOEg","""Anise Tapas & Grill""",1,"Westside",1400,3.5,191,"Kosher;Mediterranean;Tapas Bars;Restaurants;Tapas/Small Plates",1483,"0"
"545",545,600,"cKXMA7AoyvrFKaZzNOp0nA","""Tuscany Gardens""",1,"Eastside",1375,4,102,"Restaurants;Desserts;Italian;Food;Breakfast & Brunch",3285,"0"
"546",546,601,"Cl-xl1vTUwHeaGgBxzdTRA","""Chow Mein House""",1,"Summerlin",1872.5,4,136,"Restaurants;Chinese",1284,"0"
"547",547,602,"Cn-3QY2-FHPL73VbZTfGag","""Jack In The Box""",1,"Eastside",1100,2.5,21,"Restaurants;Fast Food",4198,"0"
"548",548,603,"cNx3qzQ55JXpjZEt4lc7Tg","""Recess Italian Ice & Desserts""",1,"Spring Valley",1475,4,300,"Coffee & Tea;Food;Desserts;Ice Cream & Frozen Yogurt",940,"0"
"549",549,605,"cOqd9ou3uf-1k3OWFo-_CQ","""Poke Heaven""",1,"University",855,4.5,21,"Korean;Hawaiian;Restaurants;Poke;Food",639,"0"
"550",550,606,"cPaXllVOblQn3kHQ8olDsw","""The Memory Thai""",1,"Eastside",1100,3,60,"Restaurants;Thai;Food Delivery Services;Soup;Food;Noodles;Asian Fusion;Seafood;Vegetarian",1643,"0"
"551",551,607,"Cpb142L849ilMzgiSR4a0w","""Tina's Filipino Cuisine""",1,"Southwest",1450,4,204,"Restaurants;Filipino",1435,"0"
"552",552,608,"cPmThZ7Ugpd8eJnIObOy0Q","""Olive Garden Italian Restaurant""",1,"Summerlin",1872.5,3,235,"Salad;Restaurants;Bars;Italian;Wine Bars;Nightlife",4192,"0"
"553",553,609,"cQzFj5GNz8l_VMJJnW4mLw","""The Edge of Town""",1,"Summerlin",1300,3.5,83,"Restaurants;American (Traditional)",3583,"1"
"554",554,610,"Cr-ywH3ZjBqCyolXf8BpVA","""The Charcoal Room""",1,"Northwest",1330,4,156,"Wine Bars;Steakhouses;Restaurants;Bars;Breakfast & Brunch;Nightlife",4127,"1"
"555",555,611,"CR2DMfg3uP02PKT_fuygIw","""Lefty's Pizza""",1,"Southeast",1300,3.5,119,"Chicken Wings;Restaurants;Italian;Pizza",2778,"0"
"556",556,612,"cRtPP-AKezf0m94W-aisYA","""Green Leaf""",1,"Downtown",1100,3,4,"Restaurants",1239,"0"
"557",557,613,"CSaVK9wgqe2_tQuuCDINyQ","""Frankie's Pizza""",1,"Southeast",1395,4.5,151,"Italian;Restaurants;Pizza",1102,"0"
"558",558,614,"CsVCUymHT99HjyLuHNtUjA","""Subway""",1,"Downtown",1375,1.5,8,"Fast Food;Restaurants;Sandwiches",1549,"0"
"559",559,616,"CtZ3HujCLTChyoad_L-nHA","""PizzaRev""",1,"Spring Valley",1100,3.5,310,"Pizza;Restaurants",1062,"0"
"560",560,617,"CVnfj-UBgOSEvcdt4eWUeA","""Teriyaki Madness""",1,"Southwest",1450,4,116,"Hawaiian;Japanese;Asian Fusion;Restaurants",1959,"0"
"561",561,619,"CvpXZRF-I7wfm19dW1jOXA","""Mark Rich's New York Pizza & Pasta""",1,"Summerlin",1872.5,3.5,182,"Pizza;Italian;Restaurants",3860,"0"
"562",562,620,"CVt6kBVBABSq-NA_FZfrVw","""Shawarma Vegas""",1,"The Lakes",1400,4,119,"Restaurants;Kosher;Middle Eastern",3225,"0"
"563",563,621,"cWfqbkMit27-Pg_bPUTwCg","""Roadrunner Saloon""",1,"Summerlin",1100,3,88,"Nightlife;Bars;Restaurants;American (New);American (Traditional)",3991,"1"
"564",564,623,"cwyGmQIRSH-o56GKfyRNvg","""Jack In the Box""",1,"Eastside",1100,2,11,"Burgers;Fast Food;Restaurants",1468,"1"
"565",565,624,"Cxd0CSaDsCmPqSCFkQDfIQ","""Starbucks""",1,"Southeast",855,3.5,58,"Bakeries;Food;Coffee & Tea",2873,"0"
"566",566,625,"CxE5OE_t29h_wqqK1BsoFA","""Johnny Rockets""",1,"The Strip",855,2.5,39,"American (Traditional);Restaurants;Diners;Burgers;Sandwiches",1787,"1"
"567",567,626,"cxqW47z7TWaCNVO1ZWXQpw","""Domino's Pizza""",1,"Spring Valley",1300,3,44,"Pizza;Chicken Wings;Sandwiches;Restaurants",2038,"0"
"568",568,627,"CXrV-YvDIXUz9fGpTz5SEg","""Chipotle Mexican Grill""",1,"Southwest",1450,3,49,"Restaurants;Mexican;Fast Food",1250,"0"
"569",569,628,"cxwQIfMljUhk1yMG8PQLXg","""Charlie's Market Buffet""",1,"Westside",1100,3,18,"Restaurants;Buffets",2450,"0"
"570",570,629,"CxZ_qwVlgd-DIrb_a3N8jw","""Shish Kabob House""",1,"Southeast",1395,4,13,"Mediterranean;Armenian;Restaurants;Kebab;Event Planning & Services;Venues & Event Spaces;Middle Eastern",558,"0"
"571",571,631,"cZBCVzd4lg_jx8IiFz-Iag","""Carl's Jr""",1,"Westside",1400,2.5,28,"Burgers;Fast Food;Restaurants",2533,"1"
"572",572,632,"CZF9Nm8CFY2R9ZhfwYIARQ","""Giuseppe's Bar & Grille""",1,"Spring Valley",1250,3.5,195,"American (Traditional);Screen Printing;Nightlife;Italian;Bars;Local Services;Printing Services;Sports Bars;Restaurants",3930,"1"
"573",573,633,"CZhc8YXdFLhAI4ViC2ERTg","""Viva Mercado's Mexican Bar & Grill""",1,"Westside",1400,4,490,"Bars;Soup;Nightlife;Mexican;Restaurants;Salad",1965,"0"
"574",574,634,"czlWRKl1HJwG9p5VZUdIlg","""Villa Fresh Italian Kitchen""",1,"Southeast",855,3,6,"Restaurants;Italian",1182,"0"
"575",575,635,"cZO6RmJcqRY9jGbYY71z-A","""My Mother's House Italian Restaurant""",1,"Summerlin",1550,4,33,"Restaurants;Italian",619,"0"
"576",576,636,"czyhvf93Txsfxdxqcm16mA","""Rice n Noodle""",1,"Southwest",1450,4,338,"Noodles;Restaurants;Chinese",3994,"0"
"577",577,637,"d_L-rfS1vT3JMzgCUGtiow","""Border Grill""",1,"The Strip",855,4,1432,"Restaurants;Breakfast & Brunch;Mexican;Tapas/Small Plates",4672,"0"
"578",578,639,"D1TaFES4phv65RmsM8VCiA","""Domino's Pizza""",1,"Summerlin",1550,3,23,"Restaurants;Chicken Wings;Sandwiches;Pizza",2712,"0"
"579",579,640,"D2EDuQwOHp1OdGUNsFzKMw","""Taco Bell""",1,"Southeast",1395,2.5,26,"Restaurants;Mexican;Tex-Mex;Fast Food",3650,"0"
"580",580,641,"d2HSFutxpaYsCPglJPRe1Q","""Winchell's Donut House""",1,"Westside",1100,4,13,"Food;Donuts",2555,"0"
"581",581,642,"d2IDbGP7tT8C6vBtxdpmLg","""Baja Fresh""",1,"Southeast",1872.5,2.5,42,"Tex-Mex;Restaurants;Fast Food;Mexican",3091,"0"
"582",582,643,"D2t3yDnG-HI17YOsiiWIuw","""Dairy Queen""",1,"Southeast",1395,3,7,"Food;Fast Food;Ice Cream & Frozen Yogurt;Restaurants",636,"0"
"583",583,644,"D35unF350QG06LXDe0Cv-Q","""PT's""",1,"Northwest",1330,3.5,17,"Bars;Pubs;Nightlife;Sports Bars;Restaurants;American (New)",1835,"1"
"584",584,645,"d3zW_b-JWlxMneNn7K9xew","""Streets of New York""",1,"Centennial",1450,3,258,"Pizza;Sandwiches;Italian;Restaurants",3456,"0"
"585",585,646,"d4bMBIhBELF_bhkT-Sig3Q","""Timbers - Cheyenne""",1,"Northwest",1300,3.5,54,"Restaurants;Bars;Nightlife;Breakfast & Brunch;American (Traditional)",3655,"1"
"586",586,647,"d4Mw96Hb6ZoHEL2AxqGrbg","""Ice House America""",1,"Southeast",855,5,5,"Food;Restaurants;American (New);Local Services",1804,"1"
"587",587,648,"d4qwVw4PcN-_2mK2o1Ro1g","""Pink Taco""",1,"Eastside",1375,3.5,927,"Restaurants;Mexican",4979,"0"
"588",588,649,"d6_51PI94EC1C5sG9hi6HA","""Timbers - Novat""",1,"Northwest",1300,3.5,67,"Arts & Entertainment;Nightlife;American (Traditional);Restaurants;Breakfast & Brunch;Bars",3148,"1"
"589",589,650,"D6iaNp68eH0LFx5H1vWBCQ","""Panda Express""",1,"Southeast",1395,3,37,"Chinese;Restaurants;Fast Food",4201,"0"
"590",590,651,"d6m_X827VcM6ZV5C4yTiHw","""Bingo at South Point""",1,"Southeast",1300,4,45,"Arts & Entertainment;Restaurants;Casinos;American (Traditional);Bingo Halls",2489,"1"
"591",591,652,"D74O-i-iEWo-e5BpwFMcUA","""Roberto's Taco Shop""",1,"South Summerlin",1400,3,64,"Mexican;Restaurants",1231,"0"
"592",592,653,"D7GGjbDErdqlS48Nyilfow","""Bowlology""",1,"Northwest",1350,4,80,"Restaurants;Juice Bars & Smoothies;Poke;Acai Bowls;Food",1178,"0"
"593",593,654,"D8a2usm9b-j89W9IrJ_Evw","""Satay Thai Bistro & Bar""",1,"Eastside",1375,4,534,"Malaysian;Chinese;Restaurants;Thai",4478,"0"
"594",594,655,"D8sk6LZlp2P9FFh_mk9q7g","""Subway""",0,"Eastside",855,2.5,9,"Fast Food;Sandwiches;Restaurants",2651,"0"
"595",595,656,"D9z7LXFn88Fp4nt4ovO1KA","""New American Sandwich Co""",1,"Southeast",855,3.5,42,"Sandwiches;American (Traditional);American (New);Restaurants",1362,"1"
"596",596,657,"DA-ddRqcReCe_DcXKicvsQ","""Arata Sushi & Bowl""",1,"Northwest",1300,4,97,"Japanese;Restaurants;Sushi Bars;Seafood",1244,"0"
"597",597,658,"DAqAinEAZkyouNaeZD0OxA","""Peter Piper Pizza""",1,"Southeast",855,3.5,39,"Pizza;Food;Chicken Wings;Desserts;Restaurants",800,"0"
"598",598,659,"DB9BRdu7is0AK1DvcuKlcw","""Five Guys""",1,"Spring Valley",1300,4,261,"Burgers;Restaurants;American (New);Fast Food",2825,"1"
"599",599,660,"DBcBz2b8c4eHHxAzln3gog","""Cold Stone Creamery""",1,"Southwest",1250,2.5,76,"Custom Cakes;Cupcakes;Ice Cream & Frozen Yogurt;Food",3876,"0"
"600",600,661,"dblGQtHAzNy1ACis1m2shw","""New York Chinese Restaurant""",1,"Spring Valley",1300,3.5,132,"Restaurants;Chinese",3298,"0"
"601",601,662,"Dc4tY9WKJu_7ImduMDAWlQ","""Sushi Wabi""",1,"Summerlin",1100,4,23,"Sushi Bars;Restaurants;Japanese",576,"0"
"602",602,663,"DcF162waTQvZd-G0G_J4wQ","""KFC""",1,"Eastside",1100,1.5,18,"Restaurants;Fast Food;Chicken Wings",2868,"0"
"603",603,664,"DDfGmZ07nTAR579uCd7gzQ","""McDonald's""",1,"Southeast",855,1,8,"Burgers;Fast Food;Restaurants",1826,"1"
"604",604,665,"ddplAthoA2pGLoSqhHpVkA","""Don Tortaco""",1,"Southwest",1450,2.5,15,"Mexican;Restaurants",753,"0"
"605",605,666,"DDs5YMhAjnP6oA5-eGw_TQ","""Sonic Drive-In""",1,"Sunrise",1000,2,25,"American (Traditional);Fast Food;Restaurants",4560,"1"
"606",606,667,"dDvsIaqRcrmd-yiUNMC5Fg","""The Coffee Bean & Tea Leaf""",1,"Spring Valley",1300,4.5,13,"Coffee & Tea;Food",594,"0"
"607",607,668,"dEAk-gE-5Q95a7p91gNn8A","""Sushi Koma""",1,"Spring Valley",1300,4,884,"Sushi Bars;Restaurants;Japanese",2616,"0"
"608",608,669,"dENns4dukYRZunxCOUzRsw","""Buck's Tavern""",1,"Sunrise",1000,3,4,"Nightlife;Burgers;Bars;Karaoke;Restaurants;Sandwiches",1364,"1"
"609",609,671,"DESv2ys6SjBKA4SyDtJvxw","""Ferraro's Italian Restaurant & Wine Bar""",1,"Eastside",1375,4,756,"Italian;Restaurants;Food;Bars;Nightlife;Wine Bars",4381,"0"
"610",610,672,"deuHIeaTY8ns_GZAxU5H9g","""Capriotti's Sandwich Shop""",1,"Southeast",1395,4,179,"Restaurants;Sandwiches;Salad;Vegetarian",3812,"0"
"611",611,673,"DFb1yJLwBx5M48mP4jhAOQ","""Dewar's Clubhouse""",1,"Southeast",855,1.5,9,"American (Traditional);Restaurants",2386,"1"
"612",612,675,"dGuVYsA5DMCm_TjSbX6x7g","""Windy City Beefs N Pizza""",1,"Southeast",1300,4,400,"Restaurants;Pizza;Hot Dogs",2287,"0"
"613",613,676,"DGX2ldVGub9F1EAU9R7C5A","""Subway""",1,"Southwest",1250,2.5,44,"Fast Food;Sandwiches;Restaurants;Soup",3170,"0"
"614",614,677,"DHUAQ4pzH9KKzGZDm1jZLg","""Krispy Kreme Doughnuts""",1,"Chinatown",1225,3,133,"Donuts;Cafes;Restaurants;Coffee & Tea;Food",4321,"0"
"615",615,678,"DiCfRiL3WX-vwkK85qrIjw","""MrJims.Pizza of Las Vegas""",1,"Centennial",1350,3.5,90,"Restaurants;Pizza",2515,"0"
"616",616,679,"DiUgFZkt88xcDWG0OjjCaQ","""Domino's Pizza""",1,"Southeast",1395,2.5,31,"Sandwiches;Restaurants;Pizza;Chicken Wings",2984,"0"
"617",617,680,"diwRPVKeYiUJ9tqlr1orAg","""Taco Bell""",1,"Southeast",1195,2.5,33,"Tex-Mex;Restaurants;Mexican;Fast Food",2476,"0"
"618",618,681,"DIxgItsSI9QwX9H8lVptYg","""China A Go Go""",1,"Northwest",1300,4,70,"Thai;Restaurants;Japanese;Chinese",989,"0"
"619",619,682,"diY31IEunbV8MfDh81FS1A","""Smashburger""",1,"The Lakes",1400,3.5,271,"Restaurants;Burgers",3222,"1"
"620",620,683,"dj6nbGIqguJDXgz49nmFBw","""Pizza Hut""",1,"Southwest",1450,2.5,65,"Italian;Pizza;Chicken Wings;Restaurants",3985,"0"
"621",621,684,"dJR2vmBlydzsxR5P6BDFlQ","""Rubio's""",1,"Summerlin",1872.5,3.5,38,"Event Planning & Services;Seafood;Salad;Fast Food;Mexican;Restaurants;Caterers",3315,"0"
"622",622,685,"DJXZrIi4k1Iyd1mQRwxIMg","""Gyro Time""",0,"Southeast",855,3.5,69,"Greek;Restaurants",3712,"0"
"623",623,686,"dk1MV0MP32Xq-iBxzewl0A","""Tropical Smoothie Cafe""",1,"Spring Valley",1300,2,184,"Food;Breakfast & Brunch;Restaurants;Salad;Sandwiches;Juice Bars & Smoothies",3553,"0"
"624",624,687,"dk7pJipvk5MNZotQd9suUA","""Jimmy John's""",1,"Summerlin",1872.5,3,75,"Restaurants;Sandwiches",1830,"0"
"625",625,688,"dKRex8yByClqozat8yBc_w","""Snooty Pets""",1,"Westside",1400,4.5,78,"Bakeries;Pet Groomers;Pets;Pet Stores;Pet Services;Food",3971,"0"
"626",626,689,"DKXUkIrFnMUMF535gf-dPA","""Frijoles & Frescas Grilled Tacos""",1,"Spring Valley",1225,4.5,197,"Mexican;Restaurants;Caterers;Event Planning & Services",1458,"0"
"627",627,690,"DLJCwHGtbAV31UQ1lnIjlw","""Siena Italian Authentic Trattoria and Deli""",1,"Westside",1400,3.5,288,"Bakeries;Food;Italian;Delis;Restaurants",4463,"0"
"628",628,691,"dlNMXG9-BWsPGom0_lCCNQ","""Perú Chicken""",1,"Eastside",855,4.5,117,"Peruvian;Restaurants;Chicken Wings;Latin American",1969,"1"
"629",629,692,"dlTgsi51JXinnmijEVuITw","""Popeyes Louisiana Kitchen""",1,"Northwest",1300,3,47,"Restaurants;Southern;Chicken Wings;American (Traditional);Fast Food",2838,"1"
"630",630,693,"DLw9rK8Qb6l7ESgxtR47qQ","""Ohana Hawaiian BBQ""",1,"Southwest",1450,4,222,"Chinese;Restaurants;Barbeque;Hawaiian;Cantonese",3572,"0"
"631",631,694,"dM8Yp8StA1NdusK5Ta_j-g","""Retro Bakery""",1,"Centennial",1450,4.5,469,"Food;Bakeries;Desserts",4036,"0"
"632",632,695,"dmTP4Am6wKrxwHrBdmFsQA","""Burger King""",1,"Spring Valley",1475,2.5,21,"Fast Food;Burgers;Restaurants",3161,"1"
"633",633,696,"dNRbhJt4wd-ZU4lFVK3iiw","""17 South Booze & Bites""",1,"Southeast",855,3,74,"American (New);Restaurants",1767,"1"
"634",634,698,"dO0KCBji2gSR503kp_e4-g","""Starbucks""",1,"Chinatown",1225,3.5,66,"Coffee & Tea;Food",3108,"0"
"635",635,699,"dOGLTIMqqQZn8xxBRsU6CQ","""Kung Fu Thai & Chinese Restaurant""",1,"Chinatown",1225,3.5,438,"Chinese;Restaurants;Vegetarian;Thai",4606,"0"
"636",636,700,"Doqz6-NiXEPhr28koWESKw","""Grand Café""",1,"Northwest",1330,2.5,85,"Breakfast & Brunch;Burgers;Restaurants;American (Traditional);Cafes;Sandwiches",4133,"1"
"637",637,701,"dP1_wP59hvVDWNzFFS_6YQ","""Subway""",1,"The Strip",855,2,15,"Restaurants;Sandwiches;Fast Food",3148,"0"
"638",638,702,"dPbvWt-6YVxtGkeh7f9JpQ","""Firehouse Subs""",1,"Southeast",1395,4,123,"Restaurants;Fast Food;Sandwiches;Delis",4306,"0"
"639",639,704,"DPmZTwZuknnVPAeIGJq5SA","""Lee's Sandwiches""",1,"Southwest",1450,3.5,80,"Vietnamese;Sandwiches;Restaurants",1673,"0"
"640",640,705,"dPxZI9lrKTl5dvFfnb1_Ig","""Trattoria Italia""",1,"Anthem",1300,4.5,210,"Seafood;Italian;Pizza;Restaurants",855,"0"
"641",641,707,"DqcD3YflYhArFsC4KVUnOw","""Nothing Bundt Cakes""",1,"Southeast",1300,4.5,242,"Bakeries;Desserts;Food;Restaurants;Cupcakes",4469,"0"
"642",642,708,"dqtWVr1WlaQcmPPCrmZH3w","""Del Taco""",1,"Northwest",1330,2,23,"Mexican;Fast Food;Restaurants",2878,"0"
"643",643,709,"DsAZ2gzuGK9_wKzMiGqIjw","""Ciao Pizzeria""",1,"Southeast",1100,3,40,"Pizza;Restaurants",3230,"0"
"644",644,710,"dSjzFrUbIjqlhd2cJp-zSA","""Rotisserie Chicken""",0,"Spring Valley",1100,4.5,33,"Wraps;American (New);American (Traditional);Fast Food;Chicken Shop;Salad;Food;Restaurants",733,"1"
"645",645,712,"dVbZ0xbkwl8BWiqaDS0t-w","""Putter's Bar & Grill""",1,"Spring Valley",1250,3.5,42,"Sports Bars;Restaurants;Nightlife;Bars;American (Traditional)",4323,"1"
"646",646,713,"dVhGY-mNwTWQzK01Zxuclw","""Yunnan Garden""",1,"Chinatown",1225,3.5,278,"Restaurants;Chinese;Szechuan;Noodles",4185,"0"
"647",647,715,"DW0ZvWuYaSvMcB_3LG5RGg","""Pei Wei""",1,"Summerlin",1872.5,3.5,184,"Fast Food;Gluten-Free;Chinese;Restaurants;Asian Fusion",3923,"0"
"648",648,716,"dWk0mbhj79pK3WBp5oLtpw","""Rí Rá Irish Pub""",1,"The Strip",855,4,932,"Irish;Restaurants;Pubs;Bars;Nightlife",2955,"0"
"649",649,717,"dWw7M_JsAVUprR86--89ZA","""Moo Woo Korean BBQ""",1,"Centennial",1350,4.5,230,"Korean;Restaurants;Asian Fusion;Barbeque",880,"0"
"650",650,718,"DXYhrg9EXuW8n5QMnCoHAg","""Burke in the Box""",1,"Southeast",855,2,168,"Restaurants;American (Traditional)",3732,"1"
"651",651,719,"DxzAGrpddzgGmdtNBHgi8g","""Baskin Robbins""",1,"The Lakes",1400,2,84,"Ice Cream & Frozen Yogurt;Food",3526,"0"
"652",652,720,"DYAorbxOyubUB_wtQRCdug","""MadHouse Coffee""",1,"Westside",1400,4,727,"Food;Sandwiches;American (New);Coffee & Tea;Restaurants;Bakeries",4421,"1"
"653",653,721,"DyCv2ubxeygyOUWJ4lnewg","""Sweetspot Nitrogen Ice Cream & Boba Tea""",1,"Spring Valley",1100,4.5,147,"Desserts;Bubble Tea;Food;Coffee & Tea;Ice Cream & Frozen Yogurt",663,"0"
"654",654,722,"dYDuaXVyIXMXlmeMYf2ktw","""Sweet Addiction, Cookies & Ice Cream""",1,"Spring Valley",1475,4.5,396,"Ice Cream & Frozen Yogurt;Event Planning & Services;Bakeries;Food;Caterers",2460,"0"
"655",655,723,"dYpnpMZowfGsCisHhABPZg","""Samurai Sam's""",1,"Southeast",1395,3,77,"Japanese;Restaurants",4175,"0"
"656",656,724,"DYuOxkW4DtlJsTHdxdXSlg","""Bahama Breeze""",1,"Eastside",1375,4,707,"Seafood;Nightlife;Restaurants;Laotian;Caribbean;Latin American;Bars",4696,"1"
"657",657,725,"DyVteo8Blf5gEfC9QbJE9A","""Arizona Charlie's Decatur""",1,"Westside",1100,2.5,163,"Casinos;Hotels & Travel;Arts & Entertainment;Hotels;Restaurants;Event Planning & Services",4459,"0"
"658",658,726,"DyYS-JKXlW2PCr_Gt5JOvQ","""Luckys""",1,"Southwest",1450,3.5,73,"Pizza;Nightlife;Bars;Sports Bars;Lounges;Restaurants",3301,"0"
"659",659,727,"dZB5VuI4mCVRz8qQUwUgCg","""Krazy Sushi""",1,"Centennial",1350,3.5,300,"Japanese;Sushi Bars;Restaurants",3575,"0"
"660",660,728,"dzKDFiWLkspVBJKGfT0M2g","""Oyshi Sushi""",1,"Westside",1400,3.5,474,"Japanese;Sushi Bars;Restaurants",1821,"0"
"661",661,729,"DzKl51tivGJMLiNsQqf38w","""Island Sushi & Grill""",1,"Southeast",1395,4,887,"Breakfast & Brunch;Restaurants;Hawaiian;Poke;Food;Sushi Bars;Japanese",4120,"0"
"662",662,730,"E_jLyf_YuGgMP_rw8tvNSA","""Niko's Pizza Las Vegas""",1,"Spring Valley",1300,5,118,"Mediterranean;Pizza;Italian;Food Delivery Services;Desserts;Chicken Wings;Sandwiches;Restaurants;Food;Salad",862,"0"
"663",663,731,"E-pUHcZaIzFQbnWnGHcC7w","""Sonic Drive-In""",1,"Eastside",1195,3,32,"Fast Food;Restaurants;American (Traditional)",3900,"1"
"664",664,732,"E0OKctOhZpUQgwUUBc_RwA","""The Habit Burger Grill""",1,"Southwest",1450,4,201,"Salad;Burgers;Food Trucks;Sandwiches;Restaurants;Food",1045,"1"
"665",665,734,"e1qIWEYgYjTJG1zHr4rwxg","""Burger King""",1,"The Lakes",1400,3,35,"Restaurants;Fast Food;Burgers",2876,"1"
"666",666,735,"e2ApirIzYID9xIye0r_gKQ","""Farmer Boys""",1,"Centennial",1350,2.5,178,"Salad;Breakfast & Brunch;Sandwiches;Burgers;Restaurants;Mexican;American (Traditional)",1731,"1"
"667",667,736,"E2m3W6dzu_SLBK1hrEJFTA","""Ice Cream Pop N Roll""",0,"Southeast",1395,4.5,21,"Food;Ice Cream & Frozen Yogurt",577,"0"
"668",668,737,"e2uWs-oYZ2PB4ybr-UhErQ","""VeggiEAT Xpress""",0,"Eastside",855,4.5,85,"Food;Vegetarian;Restaurants;Vegan;Vietnamese;Asian Fusion;Juice Bars & Smoothies",830,"0"
"669",669,738,"e4Z9C7iGhQtw5afAcLBdtw","""Starbucks""",1,"Northwest",1330,2.5,34,"Coffee & Tea;Food",2875,"0"
"670",670,739,"E62l6LwZJ7lKaExcUbrtYw","""Hikari""",1,"Spring Valley",1300,4,615,"Steakhouses;Restaurants;Japanese;Sushi Bars",4214,"1"
"671",671,740,"E67gGK8yOn9kkNzx8FzQKA","""Buffalo Wild Wings""",1,"Spring Valley",1300,3,276,"Chicken Wings;Nightlife;Sports Bars;Bars;Restaurants;American (Traditional)",4221,"1"
"672",672,742,"E7gXf8A6CyBIqc5twzgG_Q","""Starbucks""",1,"Northwest",1330,2,10,"Food;Coffee & Tea",2262,"0"
"673",673,743,"E7WzNqwMMifJkPZtuKOgRg","""Eat Summerlin Proper""",1,"Summerlin",1550,4,103,"Cafes;Breakfast & Brunch;Restaurants;Sandwiches;Event Planning & Services;Caterers;American (New);Food",668,"1"
"674",674,744,"E9HkUYYO_-5vKjvBwLuDIw","""Ohlala French Bistro""",1,"Summerlin",1100,4.5,116,"French;Restaurants",931,"0"
"675",675,745,"E9lp-WOCflgY9wrGf0aMGg","""Cukis""",1,"Southwest",1495,5,10,"Food;Mexican;Food Trucks;Restaurants",2367,"0"
"676",676,746,"Ea3BblvC4zzagYI_1cNumA","""Capriotti's Sandwich Shop""",1,"Westside",1100,4,66,"Restaurants;Salad;Sandwiches;Vegetarian",4311,"0"
